a_a_1;tetrapsifios_mai;ktirio_ypiresia;perifereia_1;nomos_1;megethos_1;typos_1;diefthinsi_forea;arithmos;tk_1;dimos_1;longitude;latitude
21783;;"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΠΑΝΤΑΖΟΠΟΥΛΟΥ ΜΑΡΙΑ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;0;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;(null);(null);(null);(null);21,824312;39,074208
21784;;"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΠΟΡΙΩΤΟΥ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;0;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;(null);(null);(null);(null);21,824312;39,074208
21785;;"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΑΓΙΟΣ ΠΟΛΥΚΑΡΠΟΣ-ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;0;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;(null);(null);(null);(null);21,824312;39,074208
21788;;ΣΧΟΛΕΙΟ ΔΕΥΤΕΡΗΣ ΕΥΚΑΙΡΙΑΣ ΠΕΡΙΣΤΕΡΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΣΧΟΛΕΙΟ ΔΕΥΤΕΡΗΣ ΕΥΚΑΙΡΙΑΣ;ΠΟΓΡΑΔΕΤΣ;5;12131;ΠΕΡΙΣΤΕΡΙΟΥ;23,6868102;38,0017181
21814;;17ο ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΛΛΙΘΕΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΣΑΠΦΟΥΣ;1;17676;ΚΑΛΛΙΘΕΑΣ ΠΕΙΡΑΙΑ;23,705224;37,961518
21815;;18ο ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΛΛΙΘΕΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;(null);(null);(null);(null);23,702035;37,955522
21816;;52ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΙΡΑΙΑ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΧΑΙΔΑΡΙΟΥ;33;18543;ΠΕΙΡΑΙΑ;23,641745;37,95407
21817;;ΝΗΠΙΑΓΩΓΕΙΟ ΣΕΛΗΝΙΩΝ ΣΑΛΑΜΙΝΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΣΕΛΗΝΙΑ ΣΕΛΙΝΙΩΝ;0;18902;ΑΜΠΕΛΑΚΙΩΝ ΠΕΙΡΑΙΑ;23,530923;37,931804
21824;;4ο ΓΥΜΝΑΣΙΟ ΑΜΑΡΟΥΣΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΝΙΚΟΛΑΟΥ ΖΕΚΑΚΟΥ;3;15125;ΑΜΑΡΟΥΣΙΟΥ;23,811969;38,037845
21825;;4ο ΓΥΜΝΑΣΙΟ ΧΟΛΑΡΓΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;Β ΜΕΛΑ ΚΑΡΑΙΣΚΑΚΗ;;15562;ΑΘΗΝΑΙΩΝ;23,8079057;37,9941289
21831;;2ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΚΑΙΣΑΡΙΑΝΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΗΡΩΣ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ;13Β;16171;ΚΑΙΣΑΡΙΑΝΗΣ;23,758865;37,962176
21832;;1ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΝΕΑΣ ΦΙΛΑΔΕΛΦΕΙΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΝΙΚΟΛΑΟΥ ΤΡΥΠΙΑ;47;14341;ΝΕΑΣ ΦΙΛΑΔΕΛΦΕΙΑΣ;23,729043;38,032387
21833;;ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΝΕΑΣ ΧΑΛΚΗΔΟΝΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΜΑΡΙΝΟΥ  ΑΝΤΥΠΑ 1 ΚΑΙ ΠΕΤΑΛΑ;73;14343;ΝΕΑΣ ΧΑΛΚΗΔΟΝΑΣ;23,720353;38,022262
21838;;5ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΗΛΙΟΥΠΟΛΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΒΟΥΛΙΑΓΜΕΝΗΣ;525;16341;ΗΛΙΟΥΠΟΛΗΣ;23,742576;37,919638
21844;;2ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΥΑΚΙΝΘΟΥ;25;15341;ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ ΑΤΤΙΚΗΣ;23,817757;38,014986
21845;;3ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΑΝΔΡΟΜΑΧΗΣ &  ΒΥΡΩΝΑ  ΒΕΡΑΣ;3;17563;ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ;23,702728;37,933283
21846;;2ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΓΛΥΦΑΔΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΒΟΥΛΙΑΓΜΕΝΗΣ & Ρ.ΦΕΡΡΑΙΟΥ;2-Apr;16674;ΓΛΥΦΑΔΑΣ;23,759844;37,860398
21852;;"ΙΔΙΩΤΙΚΟ ΓΥΜΝΑΣΙΟ ""ΑΘΗΝΑΙΟΝ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;0;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΜΕΡΚΟΥΡΙΑΔΗ;20;12232;ΑΘΗΝΑΙΩΝ;23,7501016;37,9603338
21853;;"ΙΔΙΩΤΙΚΟ ΓΥΜΝΑΣΙΟ ""Μ. ΒΑΣΚΑ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;0;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;(null);(null);(null);(null);21,824312;39,074208
21854;;"ΙΔΙΩΤΙΚΟ ΓΥΜΝΑΣΙΟ ""ΕΚΠΑΙΔΕΥΤΗΡΙΑ ΚΑΝΤΑ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;0;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;;;;(null);21,824312;39,074208
21855;;"ΙΔΙΩΤΙΚΟ ΓΥΜΝΑΣΙΟ ""ΕΚΠΑΙΔΕΥΤΗΡΙΑ Η ΕΛΛΗΝΙΚΗ ΠΑΙΔΕΙΑ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;0;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;(null);(null);(null);(null);21,824312;39,074208
21857;;"ΙΔΙΩΤΙΚΟ ΓΥΜΝΑΣΙΟ ""ΣΧΟΛΗ Ι.Μ. ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΥ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;0;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;Μιλήση;4;;(null);23,3230613;38,3264937
21859;;"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΣΧΟΛΗ ΧΙΛΛ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;0;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;(null);(null);(null);(null);21,824312;39,074208
21860;;"ΙΔΙΩΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ""ΒΥΖΑΝΤΙΟ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;0;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;;;;(null);21,824312;39,074208
21861;;"ΙΔΙΩΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ""ΕΚΠΑΙΔΕΥΤΗΡΙΑ Β. ΚΑΡΓΑΚΟΥ & ΣΙΑ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;0;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;;;;(null);21,824312;39,074208
21862;;"ΙΔΙΩΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ""ΕΞΑΡΧΟΠΟΥΛΟΣ ΘΕΟΔΩΡΟΣ"" ΕΣΠΕΡΙΝΟ";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;0;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;;;;ΑΘΗΝΑΙΩΝ;23,7554016;38,0095011
21863;;"ΙΔΙΩΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ""Μ. ΠΕΤΡΑΚΗ-ΒΑΛΣΑΜΙΔΟΥ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;0;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;;;;(null);21,824312;39,074208
21866;;1ο ΤΕΕ ΗΛΙΟΥΠΟΛΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΣΑΙΟΣ;ΠΑΙΔΕΙΑ - ΤΕΕ;Λ. ΒΟΥΛΙΑΓΜΕΝΗΣ;523;16341;ΗΛΙΟΥΠΟΛΗΣ;23,740512;37,922248
21870;;3ο ΝΗΠΙΑΓΩΓΕΙΟ ΝΕΑΣ ΣΜΥΡΝΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΠΕΡΓΑΜΟΥ;4;17121;ΝΕΑΣ ΣΜΥΡΝΗΣ;23,707989;37,951329
21871;;19ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΙΓΑΛΕΩ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΑΓ. ΣΠΥΡΙΔΩΝΟΣ ΚΑΙ ΜΗΛΙΩΝΗ;;12243;ΑΙΓΑΛΕΩ;23,667569;38,001001
21872;;9ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΗΡΑΚΛΕΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΑΥΓΗΣ ΚΑΙ ΜΑΤΡΟΖΟΥ;0;14121;ΗΡΑΚΛΕΙΟΥΑΤΤΙΚΗΣ;23,772564;38,047269
21907;;15ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΠΟΛΥΝΕΙΚΟΥΣ ΚΑΙ ΑΡΚΑΔΙΑΣ;0;17341;ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ ΑΤΤΙΚΗΣ;23,713803;37,928324
21908;;ΝΗΠΙΑΓΩΓΕΙΟ ΑΓΙΩΝ ΑΣΩΜΑΤΩΝ ΑΙΓΙΝΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΑΓΙΟΙ ΑΣΩΜΑΤΟΙ;0;18010;ΑΙΓΙΝΑΣ;22,693403;37,328202
21909;;9ο ΝΗΠΙΑΓΩΓΕΙΟ ΓΛΥΦΑΔΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΠΡΟΦΗΤΗ ΗΛΙΑ;35;16674;ΓΛΥΦΑΔΑΣ;23,762076;37,874783
21910;;2ο ΝΗΠΙΑΓΩΓΕΙΟ ΓΑΛΑΤΑ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΓΑΛΑΤΑΣ;0;18020;ΤΡΟΙΖΗΝΑΣ;23,446056;37,497758
21913;;21ο ΓΥΜΝΑΣΙΟ ΠΕΡΙΣΤΕΡΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΦΙΛΙΚΩΝ ΚΑΛΛΙΜΑΧΟΥ;(null);;ΠΕΡΙΣΤΕΡΙΟΥ;23,691556;38,007715
21918;;4ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΠΕΤΡΟΥΠΟΛΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΗΠΕΙΡΟΥ ΚΑΙ ΕΛΑΙΩΝ;;13231;ΠΕΤΡΟΥΠΟΛΗΣ;23,683392;38,043535
21919;;65ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΑΘΗΝΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΠΡΕΤΕΝΤΕΡΗ& ΝΙΡΒΑΝΑ;44-46;11145;ΑΘΗΝΑΙΩΝ;23,720404;38,013687
21920;;1ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΧΑΙΔΑΡΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΑΝΕΞΑΡΤΗΣΙΑΣ;17;12461;ΧΑΙΔΑΡΙΟΥ;23,653288;38,009275
21922;;4ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΝΕΑΣ ΣΜΥΡΝΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΜΗΔΕΙΑΣ;2;17122;ΝΕΑΣ ΣΜΥΡΝΗΣ;23,707053;37,934681
21934;;1ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΖΩΓΡΑΦΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΚΡΙΝΩΝ;26;15772;ΖΩΓΡΑΦΟΥ;23,778976;37,969557
21936;;"ΙΔΙΩΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ""Α' ΑΡΣΑΚΕΙΟ ΨΥΧΙΚΟΥ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;0;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΑΡΣΑΚΗ;1;15452;(null);23,7784227;38,0145646
21937;;"ΙΔΙΩΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ""Β' ΑΡΣΑΚΕΙΟ ΨΥΧΙΚΟΥ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;0;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;;;;(null);21,824312;39,074208
21939;;"ΙΔΙΩΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ""ΕΚΠΑΙΔΕΥΤΗΡΙΑ ΚΑΙΣΑΡΗ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;0;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ; 	ΛΑΜΠΤΡΩΝ & ΛΥΣΙΜΑΧΟΥ;1;19400;ΒΑΡΗΣ;23,8822686;37,9006554
21940;;"ΙΔΙΩΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ""ΕΚΠΑΙΔΕΥΤΗΡΙΑ ΚΑΝΤΑ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;0;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;;;;(null);21,824312;39,074208
21941;;ΚΕΣΥΠ ΑΘΗΝΑΣ - Α1;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΚΕΣΥΠ;Ιπποκράτους & Αρχιμήδους (Δημαρχείο);2;11146;ΓΑΛΑΤΣΙΟΥ;23,7490461;38,0137151
21979;;2ο ΓΥΜΝΑΣΙΟ ΖΩΓΡΑΦΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΚΡΙΝΩΝ;26;15772;ΖΩΓΡΑΦΟΥ;23,778976;37,969557
21977;;13ο ΓΥΜΝΑΣΙΟ ΑΘΗΝΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΑΛΦΕΙΩΝΕΙΑΣ 10-12 ΚΑΙ  ΒΟΥΤΣΙΝΑ;;11636;ΑΘΗΝΑΙΩΝ;23,740124;37,956682
21978;;20ο ΓΥΜΝΑΣΙΟ ΑΘΗΝΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΖΥΜΠΡΑΚΑΚΗ;46-48;10445;ΑΘΗΝΑΙΩΝ;23,7234;38,009402
21980;;ΓΡΑΦΕΙΟ ΣΧΟΛΙΚΩΝ ΣΥΜΒΟΥΛΩΝ Π.Ε.16ης ΠΕΡΙΦΕΡΕΙΑΣ ΑΘΗΝΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΓΡΑΦΕΙΟ;ΦΙΛΟΛΑΟΥ ΚΑΙ ΕΚΦΑΝΤΙΔΟΥ;26;11633;ΑΘΗΝΑΙΩΝ;23,750639;37,9657308
21985;;49ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΑΘΗΝΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΚΟΚΚΙΝΑΚΗ & ΑΧΑΡΝΩΝ;411-415;11143;ΑΘΗΝΑΙΩΝ;23,725544;38,021018
21986;;ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΚΑΣΤΕΛΛΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΠΥΘΑΓΟΡΑ & ΤΖΑΒΕΛΛΑ;;18533;ΠΕΙΡΑΙΑ;23,656165;37,942886
21987;;ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΑΓΙΟΥ ΙΩΑΝΝΗ ΡΕΝΤΗ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΦΛΕΜΙΓΚ & ΜΑΝΔΗΛΑΡΑ;14;18233;ΑΓΙΟΥ ΙΩΑΝΝΗ ΡΕΝΤΗ;23,66899;37,958333
21988;;5ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΠΕΙΡΑΙΑ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΠΥΘΑΓΟΡΑ-ΤΖΑΒΕΛΛΑ;;18533;(null);23,6606359;37,9417254
21998;;6ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΑΘΗΝΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΖΕΥΞΙΔΟΣ 1 & ΠΥΘΕΟΥ;7;11743;ΑΘΗΝΑΙΩΝ;23,728073;37,962785
22000;;"ΙΔΙΩΤΙΚΟ ΓΥΜΝΑΣΙΟ ""ΚΩΝ. ΜΑΚΡΥΓΙΑΝΝΗΣ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;0;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;;;;(null);21,824312;39,074208
22001;;"ΙΔΙΩΤΙΚΟ ΓΥΜΝΑΣΙΟ ""ΕΛΛΗΝΟΑΜΕΡΙΚΑΝΙΚΟ ΕΚΠΑΙΔΕΥΤΙΚΟ ΙΔΡΥΜΑ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;0;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;(null);(null);(null);(null);21,824312;39,074208
22004;;15ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΑΘΗΝΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΚΥΨΕΛΗΣ-ΡΗΝΕΙΑΣ;2;11362;ΑΘΗΝΑΙΩΝ;23,734315;37,997615
22005;;ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ ΠΕΙΡΑΜΑΤΙΚΟ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΚΩΝ/ΛΕΩΣ;277;13561;ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ ΑΤΤΙΚΗΣ;23,72422;38,039609
22006;;3ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΙΛΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΑΛΑΜΑΝΑΣ;14Α;13121;ΙΛΙΟΥ;23,703199;38,022795
22111;;"ΙΔΙΩΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ""ΑΡΣΑΚΕΙΟ ΨΥΧΙΚΟΥ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;0;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;;;;(null);21,824312;39,074208
22011;;"ΙΔΙΩΤΙΚΟ ΓΥΜΝΑΣΙΟ ""ΝΕΑ ΕΚΠΑΙΔΕΥΤΗΡΙΑ Δ. ΑΝΑΙΠΑΚΟΥ-Ν. ΖΑΓΟΡΙΑΝΑΚΟΥ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;0;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;;;;(null);21,824312;39,074208
22012;;"ΙΔΙΩΤΙΚΟ ΓΥΜΝΑΣΙΟ ""Α' ΤΟΣΙΤΣΕΙΟ ΑΡΣΑΚΕΙΟ ΕΚΑΛΗΣ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;0;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;Μαραθώνος;9-Nov;;ΑΝΟΙΞΗΣ;23,5074243;37,9488254
22013;;"ΙΔΙΩΤΙΚΟ ΓΥΜΝΑΣΙΟ ""Β' ΤΟΣΙΤΣΕΙΟ ΑΡΣΑΚΕΙΟ ΕΚΑΛΗΣ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;0;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;Μαραθώνος;9-Nov;;ΑΝΟΙΞΗΣ;23,5074243;37,9488254
